	model	trainable	batch	lr	dropout	iteration	string	acc
111	VGG16	False	16	1e-06	0.4	3	VGG16_train-False_batch-16_lr-1e-06_dropout-0.4	0.5632014827327327
112	VGG16	False	16	1e-06	0.5	3	VGG16_train-False_batch-16_lr-1e-06_dropout-0.5	0.5157610735735736
113	VGG16	False	16	1e-06	0.6	3	VGG16_train-False_batch-16_lr-1e-06_dropout-0.6	0.5247771208708709
114	VGG16	False	32	1e-05	0.4	3	VGG16_train-False_batch-32_lr-1e-05_dropout-0.4	0.5528598911411412
115	VGG16	False	32	1e-05	0.5	3	VGG16_train-False_batch-32_lr-1e-05_dropout-0.5	0.5419106606606606
116	VGG16	False	32	1e-05	0.6	3	VGG16_train-False_batch-32_lr-1e-05_dropout-0.6	0.591258445945946
117	VGG16	False	32	1e-06	0.4	3	VGG16_train-False_batch-32_lr-1e-06_dropout-0.4	0.5232803115615616
118	VGG16	False	32	1e-06	0.5	3	VGG16_train-False_batch-32_lr-1e-06_dropout-0.5	0.503003003003003
119	VGG16	False	32	1e-06	0.6	3	VGG16_train-False_batch-32_lr-1e-06_dropout-0.6	0.516211524024024
120	VGG16	False	64	1e-05	0.4	3	VGG16_train-False_batch-64_lr-1e-05_dropout-0.4	0.5699746621621622
121	VGG16	False	64	1e-05	0.5	3	VGG16_train-False_batch-64_lr-1e-05_dropout-0.5	0.5565456081081082
122	VGG16	False	64	1e-05	0.6	3	VGG16_train-False_batch-64_lr-1e-05_dropout-0.6	0.5498826951951952
123	VGG16	False	64	1e-06	0.4	3	VGG16_train-False_batch-64_lr-1e-06_dropout-0.4	0.5289203265765765
124	VGG16	False	64	1e-06	0.5	3	VGG16_train-False_batch-64_lr-1e-06_dropout-0.5	0.5007202515015015
125	VGG16	False	64	1e-06	0.6	3	VGG16_train-False_batch-64_lr-1e-06_dropout-0.6	0.5050417605105105
126	VGG16	True	16	1e-05	0.4	3	VGG16_train-True_batch-16_lr-1e-05_dropout-0.4	0.506665259009009
127	VGG16	True	16	1e-05	0.5	3	VGG16_train-True_batch-16_lr-1e-05_dropout-0.5	0.508643018018018
128	VGG16	True	16	1e-05	0.6	3	VGG16_train-True_batch-16_lr-1e-05_dropout-0.6	0.49609375
129	VGG16	True	16	1e-06	0.4	3	VGG16_train-True_batch-16_lr-1e-06_dropout-0.4	0.5675816441441441
130	VGG16	True	16	1e-06	0.5	3	VGG16_train-True_batch-16_lr-1e-06_dropout-0.5	0.636106418918919
131	VGG16	True	16	1e-06	0.6	3	VGG16_train-True_batch-16_lr-1e-06_dropout-0.6	0.503003003003003
132	VGG16	True	32	1e-05	0.4	3	VGG16_train-True_batch-32_lr-1e-05_dropout-0.4	0.6080001876876877
133	VGG16	True	32	1e-05	0.5	3	VGG16_train-True_batch-32_lr-1e-05_dropout-0.5	0.5
134	VGG16	True	32	1e-05	0.6	3	VGG16_train-True_batch-32_lr-1e-05_dropout-0.6	0.5078007695195195
135	VGG16	True	32	1e-06	0.4	3	VGG16_train-True_batch-32_lr-1e-06_dropout-0.4	0.5748240427927929
136	VGG16	True	32	1e-06	0.5	3	VGG16_train-True_batch-32_lr-1e-06_dropout-0.5	0.5479659346846847
137	VGG16	True	32	1e-06	0.6	3	VGG16_train-True_batch-32_lr-1e-06_dropout-0.6	0.5059450075075075
138	VGG16	True	64	1e-05	0.4	3	VGG16_train-True_batch-64_lr-1e-05_dropout-0.4	0.5288217905405406
139	VGG16	True	64	1e-05	0.5	3	VGG16_train-True_batch-64_lr-1e-05_dropout-0.5	0.6086617867867867
140	VGG16	True	64	1e-05	0.6	3	VGG16_train-True_batch-64_lr-1e-05_dropout-0.6	0.5920936561561562
141	VGG16	True	64	1e-06	0.4	3	VGG16_train-True_batch-64_lr-1e-06_dropout-0.4	0.6129363738738739
142	VGG16	True	64	1e-06	0.5	3	VGG16_train-True_batch-64_lr-1e-06_dropout-0.5	0.5504058746246246
143	VGG16	True	64	1e-06	0.6	3	VGG16_train-True_batch-64_lr-1e-06_dropout-0.6	0.6160989114114114
144	VGG16	False	16	1e-05	0.4	4	VGG16_train-False_batch-16_lr-1e-05_dropout-0.4	0.5457559121621622
145	VGG16	False	16	1e-05	0.5	4	VGG16_train-False_batch-16_lr-1e-05_dropout-0.5	0.5582324512012012
146	VGG16	False	16	1e-05	0.6	4	VGG16_train-False_batch-16_lr-1e-05_dropout-0.6	0.5214245495495495
147	VGG16	False	16	1e-06	0.4	4	VGG16_train-False_batch-16_lr-1e-06_dropout-0.4	0.505518018018018
148	VGG16	False	16	1e-06	0.5	4	VGG16_train-False_batch-16_lr-1e-06_dropout-0.5	0.4910167980480481
149	VGG16	False	16	1e-06	0.6	4	VGG16_train-False_batch-16_lr-1e-06_dropout-0.6	0.5040775150150151
150	VGG16	False	32	1e-05	0.4	4	VGG16_train-False_batch-32_lr-1e-05_dropout-0.4	0.5819866741741742
151	VGG16	False	32	1e-05	0.5	4	VGG16_train-False_batch-32_lr-1e-05_dropout-0.5	0.5694984046546547
152	VGG16	False	32	1e-05	0.6	4	VGG16_train-False_batch-32_lr-1e-05_dropout-0.6	0.5337298235735736
153	VGG16	False	32	1e-06	0.4	4	VGG16_train-False_batch-32_lr-1e-06_dropout-0.4	0.5467717717717717
154	VGG16	False	32	1e-06	0.5	4	VGG16_train-False_batch-32_lr-1e-06_dropout-0.5	0.5202163100600601
155	VGG16	False	32	1e-06	0.6	4	VGG16_train-False_batch-32_lr-1e-06_dropout-0.6	0.507446509009009
156	VGG16	False	64	1e-05	0.4	4	VGG16_train-False_batch-64_lr-1e-05_dropout-0.4	0.5291643205705706
157	VGG16	False	64	1e-05	0.5	4	VGG16_train-False_batch-64_lr-1e-05_dropout-0.5	0.5333145645645646
158	VGG16	False	64	1e-05	0.6	4	VGG16_train-False_batch-64_lr-1e-05_dropout-0.6	0.6219923048048048
159	VGG16	False	64	1e-06	0.4	4	VGG16_train-False_batch-64_lr-1e-06_dropout-0.4	0.5464620870870871
160	VGG16	False	64	1e-06	0.5	4	VGG16_train-False_batch-64_lr-1e-06_dropout-0.5	0.5091192755255255
161	VGG16	False	64	1e-06	0.6	4	VGG16_train-False_batch-64_lr-1e-06_dropout-0.6	0.524143674924925
162	VGG16	True	16	1e-05	0.4	4	VGG16_train-True_batch-16_lr-1e-05_dropout-0.4	0.5364278340840841
163	VGG16	True	16	1e-05	0.5	4	VGG16_train-True_batch-16_lr-1e-05_dropout-0.5	0.5725624061561562
164	VGG16	True	16	1e-05	0.6	4	VGG16_train-True_batch-16_lr-1e-05_dropout-0.6	0.5274188250750751
165	VGG16	True	16	1e-06	0.4	4	VGG16_train-True_batch-16_lr-1e-06_dropout-0.4	0.5135017830330331
166	VGG16	True	16	1e-06	0.5	4	VGG16_train-True_batch-16_lr-1e-06_dropout-0.5	0.6090559309309309
167	VGG16	True	16	1e-06	0.6	4	VGG16_train-True_batch-16_lr-1e-06_dropout-0.6	0.5288827890390391
168	VGG16	True	32	1e-05	0.4	4	VGG16_train-True_batch-32_lr-1e-05_dropout-0.4	0.5850741366366367
169	VGG16	True	32	1e-05	0.5	4	VGG16_train-True_batch-32_lr-1e-05_dropout-0.5	0.5183722785285285
170	VGG16	True	32	1e-05	0.6	4	VGG16_train-True_batch-32_lr-1e-05_dropout-0.6	0.5045045045045045
171	VGG16	True	32	1e-06	0.4	4	VGG16_train-True_batch-32_lr-1e-06_dropout-0.4	0.6299760698198198
172	VGG16	True	32	1e-06	0.5	4	VGG16_train-True_batch-32_lr-1e-06_dropout-0.5	0.5750680367867868
173	VGG16	True	32	1e-06	0.6	4	VGG16_train-True_batch-32_lr-1e-06_dropout-0.6	0.5282118055555556
174	VGG16	True	64	1e-05	0.4	4	VGG16_train-True_batch-64_lr-1e-05_dropout-0.4	0.5524798235735735
175	VGG16	True	64	1e-05	0.5	4	VGG16_train-True_batch-64_lr-1e-05_dropout-0.5	0.5327773085585585
176	VGG16	True	64	1e-05	0.6	4	VGG16_train-True_batch-64_lr-1e-05_dropout-0.6	0.5437640765765765
177	VGG16	True	64	1e-06	0.4	4	VGG16_train-True_batch-64_lr-1e-06_dropout-0.4	0.5738339902402403
178	VGG16	True	64	1e-06	0.5	4	VGG16_train-True_batch-64_lr-1e-06_dropout-0.5	0.5103415915915916
179	VGG16	True	64	1e-06	0.6	4	VGG16_train-True_batch-64_lr-1e-06_dropout-0.6	0.6080424174174174
